0,0.995310,0.004690
1,0.961208,0.038792
2,0.433359,0.566641
3,0.000542,0.999458
4,0.015666,0.984334
5,0.000383,0.999617
6,0.924312,0.075688
7,0.003917,0.996083
8,0.014399,0.985601
9,0.816209,0.183791
10,0.533619,0.466381
11,0.974267,0.025733
12,0.001027,0.998973
13,0.001638,0.998362
14,0.892150,0.107850
15,0.005746,0.994254
16,0.003364,0.996636
17,0.769033,0.230967
18,0.036965,0.963035
19,0.014082,0.985918
20,0.996486,0.003514
21,0.504253,0.495747
22,0.014416,0.985584
23,0.999719,0.000281
24,0.974772,0.025228
25,0.001313,0.998687
26,0.994306,0.005694
27,0.005492,0.994508
28,0.000067,0.999933
29,0.010673,0.989327
30,0.000017,0.999983
31,0.129255,0.870745
32,0.044082,0.955918
33,0.999753,0.000247
34,0.000005,0.999995
35,0.901990,0.098010
36,0.506858,0.493142
37,0.000278,0.999722
38,0.999214,0.000786
39,0.095964,0.904036
40,0.203248,0.796752
41,0.692286,0.307714
42,0.115011,0.884989
43,0.004848,0.995152
44,0.989127,0.010873
45,0.988338,0.011662
46,0.202251,0.797749
47,0.678284,0.321716
48,0.023370,0.976630
49,0.001990,0.998010
50,0.000949,0.999051
51,0.361963,0.638037
52,0.297055,0.702945
53,0.959076,0.040924
54,0.996796,0.003204
55,0.016261,0.983739
56,0.999802,0.000198
57,0.716451,0.283549
58,0.990073,0.009927
59,0.000913,0.999087
60,0.001880,0.998120
61,0.913826,0.086174
62,0.993045,0.006955
63,0.169047,0.830953
64,0.998493,0.001507
65,0.001253,0.998747
66,0.093919,0.906081
67,0.968627,0.031373
68,0.004905,0.995095
69,0.037454,0.962546
70,0.994260,0.005740
71,0.924027,0.075973
72,0.443815,0.556185
73,0.012868,0.987132
74,0.001172,0.998828
75,0.999395,0.000605
76,0.002255,0.997745
77,0.004762,0.995238
78,0.848415,0.151585
79,0.999991,0.000009
80,0.046916,0.953084
81,0.145804,0.854196
82,0.825320,0.174680
83,0.999984,0.000016
84,0.934893,0.065107
85,0.340139,0.659861
86,0.999065,0.000935
87,0.948002,0.051998
88,0.006417,0.993583
89,0.972018,0.027982
90,0.001146,0.998854
91,0.688952,0.311048
92,0.364516,0.635484
93,0.965291,0.034709
94,0.003882,0.996118
95,0.999748,0.000252
96,0.992478,0.007522
97,0.997845,0.002155
98,0.995547,0.004453
99,0.005209,0.994791
100,0.003226,0.996774
101,0.389748,0.610252
102,0.000204,0.999796
103,0.018482,0.981518
104,0.000543,0.999457
105,0.029033,0.970967
106,0.100712,0.899288
107,0.477447,0.522553
108,0.978708,0.021292
109,0.005843,0.994157
110,0.755204,0.244796
111,0.821322,0.178678
112,0.501245,0.498755
113,0.857173,0.142827
114,0.919578,0.080422
115,0.999163,0.000837
116,0.607340,0.392660
117,0.004999,0.995001
118,0.945791,0.054209
119,0.901968,0.098032
120,0.000025,0.999975
121,0.000384,0.999616
122,0.007278,0.992722
123,0.000050,0.999950
124,0.608139,0.391861
125,0.890697,0.109303
126,0.001627,0.998373
127,0.585711,0.414289
128,0.872737,0.127263
129,0.017321,0.982679
130,0.792031,0.207969
131,0.003615,0.996385
132,0.000908,0.999092
133,0.000079,0.999921
134,0.000021,0.999979
135,0.992890,0.007110
136,0.202456,0.797544
137,0.060368,0.939632
138,0.001451,0.998549
139,0.996857,0.003143
140,0.879651,0.120349
141,0.012252,0.987748
142,0.997771,0.002229
143,0.000987,0.999013
144,0.901904,0.098096
145,0.916481,0.083519
146,0.102510,0.897490
147,0.000009,0.999991
148,0.998841,0.001159
149,0.788025,0.211975
150,0.587559,0.412441
151,0.672823,0.327177
152,0.095600,0.904400
153,0.478961,0.521039
154,0.994668,0.005332
155,0.134566,0.865434
156,0.829735,0.170265
157,0.000011,0.999989
158,0.000316,0.999684
159,0.033229,0.966771
160,3.812370e-02,0.961876
161,9.630788e-01,0.036921
162,2.141189e-04,0.999786
163,1.902194e-07,1.000000
164,9.988935e-01,0.001107
165,6.926960e-01,0.307304
166,8.550198e-01,0.144980
167,9.013856e-01,0.098614
168,5.362734e-01,0.463727
169,9.865626e-01,0.013437
170,9.998371e-01,0.000163
171,9.999354e-01,0.000065
172,2.199220e-02,0.978008
173,9.981947e-01,0.001805
174,9.010085e-01,0.098992
175,1.646890e-03,0.998353
176,9.982599e-01,0.001740
177,2.013784e-03,0.997986
178,9.985222e-01,0.001478
179,9.639566e-01,0.036043
180,1.871564e-01,8.128436e-01
181,3.469935e-03,9.965301e-01
182,9.999998e-01,1.619487e-07
183,8.907865e-01,1.092135e-01
184,4.032466e-03,9.959675e-01
185,6.013846e-07,9.999994e-01
186,9.997459e-01,2.541460e-04
187,4.961149e-01,5.038851e-01
188,9.583298e-01,4.167025e-02
189,1.913040e-04,9.998087e-01
190,6.868339e-01,3.131661e-01
191,9.945265e-03,9.900547e-01
